"","id","review"
"128","rn414280043","We have stayed at this hotel numerous times and are never disappointed. The rooms are always very clean, the staff so accommodating and just an overall great stay. The rooms are a nice size and the bathrooms very clean and large as well. We love the ""park view"" where we can see zoo and baseball field as well as watch..."
"129","rn414058722","I stayed at the JW Marriott for a conference and had a great experience. The staff were courteous and helpful when I had questions. I found it worthwhile to download the Marriott app for my phone and if you are not accustomed to staying at fancier hotels be sure to read up on tipping etiquette before your arrival. The parking..."
"130","rn413940089","We stayed at jw for a week
Rooms very comfortable especially the bed
Restaurant downstairs great
Have the omelet for breakfast
Chicken parm for supper was great
Service was great
Use Uber for car service
There is a great mall just blocks away that is a great place to shop"
"131","rn412847020","This is a relatively new hotel in the middle of downtown. It's height is like a beacon beckoning one home. The rooms are larger that the average hotel room, have a very comfy bed, and are very quiet. Even though we were there for a stay that included a Colts' game, very little noise could be heard from adjoining rooms...."
"132","rn412081495","From the front desk, to the room, our experience at the JW was phenomenal. It was even so great, I called back 2 days later, and acquired about purchasing one of the beds, and where I go to make the purchase."
"133","rn412065271","The staff at this hotel was ""bend-over-backwards"" helpful. We had issues with wi-fi in our room and twice someone came to fix it. Every day we had more good assistance from everyone! We highly recommend this hotel."
"134","rn411878069","Great hotel. Very friendly staff. All rooms have amazing views. Only negative...the hotel bar is very pricey! We stay here a lot for Colts home games and many times the visiting team is at this same hotel."
"135","rn411102055","Our room faced the city, and from the 21st floor had a great view. This hotel is very nice, clean, and still feels very new. The walk to downtown is very easy also. We spent most of our time either in the city or in our rooms, so I cannot comment on much else about the hotel. But we enjoyed..."
"136","rn410724125","Great location within walking distance of the stadiums, convention center, museums and shopping. They also charge $40 a night for vehicle parking so skip the rental car.
Lots of elevators, but key card required. Lots of stranded folks put your key in, the out then and only then push the floor button.
Rooms are well stocked and beds are nice...."
"137","rn410344393","My family stayed at this hotel as a weekend getaway, taking in some of the Indianapolis museums and an Indians game. This hotel is clearly built for conventions, and there were two groups meeting at the hotel the weekend we were there. In spite of this, we did not experience a single negative issue during our stay. Staff was excellent..."
"138","rn409712275","I'm often in Indy on business and highly recommend this property. The staff is knowledgable and courteous, the location is ideal and all seems to work well.
A really great and well thought out hotel gym, which is important to me.
Do stay here."
